coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Jul 20 22:55:44 +0000 2017,,,https://twitter.com/i/web/status/888170589348929536,5,888170589348929536,,,,en,,False,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Listen to ownvoices. Listen to the community and just be aware that we're working from our own lenses and experienc… https://t.co/D5yktLNz7x,https://twitter.com/ftlukens/status/888170589348929536,Mon Aug 31 22:17:06 +0000 2015,ftlukens,False,Author of Young Adult novels. Lover of sc-fi & fantasy. Owner of cats. Slytherin. Check out the BROKEN MOON series and my other novels!,737,344,194,58,"Asheville, NC",F.T. Lukens,4332,Georgetown,https://authorftlukens.wordpress.com/,False
,Thu Jul 20 23:06:07 +0000 2017,OwnVoices,,https://biblionyan.com/2017/07/19/t5w-books-that-arent-set-in-the-western-world/,0,888173202698104832,,,,en,,False,8,887746253324337152,Yon_Nyaan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Yon_Nyaan: T5W: #OwnVoices Books That Aren't Set in the Western World https://t.co/xTSZEh62Tx,https://twitter.com/bogiperson/status/888173202698104832,Wed Mar 26 19:45:02 +0000 2008,bogiperson,False,Psycholinguist Ψ Works in a lab ⁂ Writes SF ✰ Hungarian ✡ Jewish ○ Agender (e/em/eir/emself or they) ☈ Neuroatypical ⥁ #diversestories ✰ Header by @likhain,50582,2694,1554,163,"Lawrence, KS",Bogi Takács PERSON,71359,Central Time (US & Canada),http://www.bogireadstheworld.com,False
,Thu Jul 20 23:10:24 +0000 2017,OwnVoices,,https://biblionyan.com/2017/07/19/t5w-books-that-arent-set-in-the-western-world/,0,888174280550338565,,,,en,,False,8,887746253324337152,Yon_Nyaan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Yon_Nyaan: T5W: #OwnVoices Books That Aren't Set in the Western World https://t.co/xTSZEh62Tx,https://twitter.com/shadowbat81/status/888174280550338565,Tue Aug 02 13:12:08 +0000 2011,shadowbat81,False,,14999,69,69,2,Southend-on-Sea,Susanna Mihalik,5296,London,,False
,Thu Jul 20 23:18:19 +0000 2017,OwnVoices,,https://biblionyan.com/2017/07/19/t5w-books-that-arent-set-in-the-western-world/,0,888176270273634308,,,,en,,False,8,887746253324337152,Yon_Nyaan,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @Yon_Nyaan: T5W: #OwnVoices Books That Aren't Set in the Western World https://t.co/xTSZEh62Tx,https://twitter.com/crystalqueerly/status/888176270273634308,Fri Jun 16 09:47:38 +0000 2017,crystalqueerly,False,"We are a group of queer writers banding together to bring you queer fiction, personal essays, reviews, and other great content!",400,99,80,0,,Crystal Queer,626,,https://www.patreon.com/crystalqueer,False
,Thu Jul 20 23:45:26 +0000 2017,ownvoices,,,0,888183097338081281,,,,en,,,25,887783045092212737,smenonbooks,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @smenonbooks: Twitter! A thread of #ownvoices books I have read and LOVED recently 😍😍😍😍,https://twitter.com/all_the_devils/status/888183097338081281,Sat Nov 08 20:50:22 +0000 2014,all_the_devils,False,Booklover. Wants to be a witch. Badly. Art is my #1 passion. #BlackLivesMatter visit me on: https://t.co/RKf2OTIECU,200,88,237,2,Germany,viper,3845,,https://www.goodreads.com/user/show/26093096-janina,False
,Fri Jul 21 00:01:32 +0000 2017,PimpMyBio ownvoices PitchWarsASFF,,https://twitter.com/i/web/status/888187146338697217,2,888187146338697217,,,,en,,False,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just a quick #PimpMyBio RT. Writing #ownvoices Bengali urban fantasy for #PitchWarsASFF. Aesthetics here:… https://t.co/iO3t2f99p3,https://twitter.com/bhootbabe/status/888187146338697217,Wed Mar 15 21:49:03 +0000 2017,bhootbabe,False,"Teacher. Writer. Lover of all things spooky. Ironically, will get scared if thinking about spooky things late at night. 👻 #ownvoices #WeNeedDiverseBooks",280,104,163,7,"New Jersey, USA",Priyanka Taslim,1458,Eastern Time (US & Canada),,False
,Fri Jul 21 00:05:06 +0000 2017,PimpMyBio ownvoices PitchWarsASFF,,,0,888188047048798208,,,,en,,,1,888187146338697217,bhootbabe,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",RT @bhootbabe: Just a quick #PimpMyBio RT. Writing #ownvoices Bengali urban fantasy for #PitchWarsASFF. Aesthetics here: https://t.co/kS8Oo…,https://twitter.com/LGWhiteAuthor/status/888188047048798208,Wed Jun 26 20:52:46 +0000 2013,LGWhiteAuthor,False,"Award winning & Amazon bestselling author of the 'Gateway' series, #Urban fantasy, #YA #Paranormal romance. https://t.co/OzvXc9AaD2",1924,49083,23037,4399,United Kingdom,Louise G. White,714529,,http://www.louisewhitebooks.com,False
,Fri Jul 21 00:07:09 +0000 2017,WNDB ownvoices,,,0,888188561907892224,,,,en,,,16,887753086986571776,SajidahWrites,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SajidahWrites: This review of Saints &amp; Misfits by a Muslim booktuber feels like the beautiful convergence of #WNDB &amp; #ownvoices &amp; #Musl…,https://twitter.com/RizalAziz_/status/888188561907892224,Sun Nov 18 08:36:40 +0000 2012,RizalAziz_,False,👶🏻❤️👩🏻👨🏻👦🏻👦🏻👦🏻,13016,348,183,12,under moon. ,Rizal,8791,Pacific Time (US & Canada),http://conchsandlimpets.blogspot.my,False
,Fri Jul 21 00:10:03 +0000 2017,BookRec OwnVoices,,https://www.amazon.com/Bound-Kin-Kith-Book/dp/069288033X/ref=sr_1_1?ie=UTF8&qid=1498407378&sr=8-1&keywords=bound+by+kin,0,888189292673191936,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Bound by Kin:
f/f couple
Ace couple
Bi characters
Train robberies
Kidnappings
Forests
https://t.co/j12gcIJWzV #BookRec #OwnVoices",https://twitter.com/KithAndKinSaga/status/888189292673191936,Thu Feb 16 03:47:57 +0000 2017,KithAndKinSaga,False,"Read book one, ""Bound by Kin"" on June 30th 2017. #WeNeedDiverseBooks #LGBTrep #Adult #YACrossover #Fantasy Written by @Katy_L_Wood",68,189,700,1,Colorado,Read it June 30th,363,,https://www.goodreads.com/author/show/16462884.Katy_L_Wood,False
,Fri Jul 21 00:48:34 +0000 2017,ownvoices,,,0,888198982480011264,,,,en,,,25,887783045092212737,smenonbooks,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @smenonbooks: Twitter! A thread of #ownvoices books I have read and LOVED recently 😍😍😍😍,https://twitter.com/Sabina_Writer/status/888198982480011264,Sun Feb 02 00:19:21 +0000 2014,Sabina_Writer,False,I write about Muslim teens straddling cultures. Rep'd by @HillaryJacobson /ICM Partners. 2016 #PitchWars mentee.  Proud Mama. Educator. Karaoke enthusiast.,5539,2107,1501,99,Beautiful British Columbia,Sabina Khan,6250,Arizona,http://www.sabina-khan.com,False
,Fri Jul 21 00:50:48 +0000 2017,,,https://twitter.com/i/web/status/888199545645150208,3,888199545645150208,hearmesnark,888199382796992513,96224796,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CameronAiren A7: Also, talk with our wallets and spread the word in fan circles. I am constantly lending books by… https://t.co/X2x5bIAyKn",https://twitter.com/hearmesnark/status/888199545645150208,Fri Dec 11 22:53:25 +0000 2009,hearmesnark,False,Stop by for tea sometime. We can talk.,6422,94,267,6,the state of Insanity,Emily,5718,Central Time (US & Canada),,False
,Fri Jul 21 00:51:00 +0000 2017,,,,0,888199597230653440,,,,en,,,1,888199545645150208,hearmesnark,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @hearmesnark: @CameronAiren A7: Also, talk with our wallets and spread the word in fan circles. I am constantly lending books by #ownvoi…",https://twitter.com/CameronAiren/status/888199597230653440,Wed Sep 12 19:31:26 +0000 2012,CameronAiren,False,"Feminist Podcaster, Writer, Consultant, Co-Creator of @wholeselflib, Host of #feministstory chat Thursdays 5pm PST. Queer 🌈 American Ninja Warrior Nerd 💪",26095,1975,2371,176,Nomad,Cameron Airen,31832,Arizona,http://www.realfeministstories.com,False
,Fri Jul 21 00:57:56 +0000 2017,ownvoices feministstory,,,5,888201343609044992,hearmesnark,888201039962419201,96224796,en,,,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@CameronAiren A8: I'd also love more #ownvoices sci fi with its roots in Native American or Polynesian cultures specifically. #feministstory,https://twitter.com/hearmesnark/status/888201343609044992,Fri Dec 11 22:53:25 +0000 2009,hearmesnark,False,Stop by for tea sometime. We can talk.,6422,94,267,6,the state of Insanity,Emily,5718,Central Time (US & Canada),,False
,Fri Jul 21 00:58:28 +0000 2017,ownvoices,,,0,888201477453365248,,,,en,,,2,888201343609044992,hearmesnark,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @hearmesnark: @CameronAiren A8: I'd also love more #ownvoices sci fi with its roots in Native American or Polynesian cultures specifical…,https://twitter.com/CameronAiren/status/888201477453365248,Wed Sep 12 19:31:26 +0000 2012,CameronAiren,False,"Feminist Podcaster, Writer, Consultant, Co-Creator of @wholeselflib, Host of #feministstory chat Thursdays 5pm PST. Queer 🌈 American Ninja Warrior Nerd 💪",26095,1975,2371,176,Nomad,Cameron Airen,31832,Arizona,http://www.realfeministstories.com,False
,Fri Jul 21 00:58:49 +0000 2017,ownvoices,,,0,888201563327651841,,,,en,,,2,888201343609044992,hearmesnark,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @hearmesnark: @CameronAiren A8: I'd also love more #ownvoices sci fi with its roots in Native American or Polynesian cultures specifical…,https://twitter.com/alexhaagaard/status/888201563327651841,Mon May 19 01:18:48 +0000 2014,alexhaagaard,False,"Come for the yelling about #disability, stay for the yelling about #marginsci #design & #healthcare. They / theirs. Tip jar: https://t.co/hCqDXgIGpt",21943,1664,1414,87,,Alex Haagaard,22405,,http://in-visibleproject.tumblr.com,False
,Fri Jul 21 01:06:36 +0000 2017,OwnVoices,,https://biblionyan.com/2017/07/19/t5w-books-that-arent-set-in-the-western-world/,0,888203523321720832,,,,en,,False,8,887746253324337152,Yon_Nyaan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Yon_Nyaan: T5W: #OwnVoices Books That Aren't Set in the Western World https://t.co/xTSZEh62Tx,https://twitter.com/project1enigma/status/888203523321720832,Sat Feb 18 23:24:30 +0000 2012,project1enigma,False,Pronouns: en/de:'they'/'them' - #ActuallyAutistic #Neuroqueer #RedInstead on wheels ♿ - RT/DM ok - no follow back required/guaranteed - not a (fe)male at all,80065,1236,1259,54,Planet Earth,project red wheels,171517,Amsterdam,http://projectenigma.blogsport.de/,False
,Fri Jul 21 01:12:14 +0000 2017,ownvoices,,https://twitter.com/i/web/status/888204941877100544,3,888204941877100544,DarkMatterzine,888204770116120576,415209332,en,,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@alexhaagaard @SFdirewolf @CarrieCnh12 My favourites are #ownvoices scholars; generally, I can tell who's writing w… https://t.co/SW4kTL7RYf",https://twitter.com/DarkMatterzine/status/888204941877100544,Fri Nov 18 01:40:59 +0000 2011,DarkMatterzine,False,AFK until after surgery. Occasionally checking twitter and Facebook but NOT checking email until after the drama is over.,15647,2499,1456,175,Canberra,Dark Matter Zine,68225,Melbourne,http://www.darkmatterzine.com,False
,Fri Jul 21 01:12:57 +0000 2017,ownvoices,,,0,888205121187741696,,,,en,,,2,888204941877100544,DarkMatterzine,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DarkMatterzine: @alexhaagaard @SFdirewolf @CarrieCnh12 My favourites are #ownvoices scholars; generally, I can tell who's writing what…",https://twitter.com/SFdirewolf/status/888205121187741696,Fri Apr 27 09:14:56 +0000 2012,SFdirewolf,False,"Unrepentant night owl. Obscene consumer of tv, food & news. Founder of @DisVisibility Project. Twitter is my dojo.
DisabilityVisibilityProject@gmail.com",13224,12112,2170,581,"San Francisco, CA",alice wong,148408,Pacific Time (US & Canada),https://www.patreon.com/DVP,False
,Fri Jul 21 01:16:10 +0000 2017,ownvoices,,https://twitter.com/i/web/status/888205928721469443,1,888205928721469443,DarkMatterzine,888204941877100544,415209332,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@DarkMatterzine @SFdirewolf @CarrieCnh12 Yes! My field of focus is medical sociology / body studies and #ownvoices… https://t.co/oqnxEc4bB8,https://twitter.com/alexhaagaard/status/888205928721469443,Mon May 19 01:18:48 +0000 2014,alexhaagaard,False,"Come for the yelling about #disability, stay for the yelling about #marginsci #design & #healthcare. They / theirs. Tip jar: https://t.co/hCqDXgIGpt",21943,1664,1414,87,,Alex Haagaard,22405,,http://in-visibleproject.tumblr.com,False
,Fri Jul 21 01:28:58 +0000 2017,ownvoices,,https://twitter.com/i/web/status/888209152748564480,1,888209152748564480,CarrieCnh12,888208146220580864,1188393896,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@CarrieCnh12 @alexhaagaard @SFdirewolf @scalzi @VilissaThompson Thanks :*) I love talking to #ownvoices about this;… https://t.co/XLPI5ZGsAG,https://twitter.com/DarkMatterzine/status/888209152748564480,Fri Nov 18 01:40:59 +0000 2011,DarkMatterzine,False,AFK until after surgery. Occasionally checking twitter and Facebook but NOT checking email until after the drama is over.,15647,2499,1456,175,Canberra,Dark Matter Zine,68225,Melbourne,http://www.darkmatterzine.com,False
,Fri Jul 21 01:37:56 +0000 2017,,,https://twitter.com/i/web/status/888211409288351745,1,888211409288351745,alexhaagaard,888210947004919808,2505998858,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@alexhaagaard @CarrieCnh12 @SFdirewolf @scalzi @VilissaThompson FFS. [rinse, repeat, repeat, repeat]
If it helps, I… https://t.co/X6S75WzYW4",https://twitter.com/DarkMatterzine/status/888211409288351745,Fri Nov 18 01:40:59 +0000 2011,DarkMatterzine,False,AFK until after surgery. Occasionally checking twitter and Facebook but NOT checking email until after the drama is over.,15647,2499,1456,175,Canberra,Dark Matter Zine,68225,Melbourne,http://www.darkmatterzine.com,False
,Fri Jul 21 01:50:03 +0000 2017,bookreview ownvoices,,http://ow.ly/nt0v30dwD7o,2,888214457645772800,,,,en,,False,2,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Goldenrod by @AnnMcMan is the kind of lesbian fiction we need. My review at @TheRealCurve https://t.co/l0jPjiTCm3 #bookreview #ownvoices,https://twitter.com/taramdscott/status/888214457645772800,Tue Aug 11 15:20:24 +0000 2009,taramdscott,False,Wife. Mother. Feminist. Bisexual. Reader. Smartass. Marketer. Regular reviewer at @lesbianreviews & @TheRealCurve. Reviewing and podcasting about f/f books.,16782,778,329,29,"Calgary, Alberta",Tara Scott,17563,Mountain Time (US & Canada),http://www.thelesbianreview.com,False
,Fri Jul 21 01:54:20 +0000 2017,wndb ownvoices,,http://bit.ly/caribbeanheritage,0,888215535229558785,,,,en,,False,21,887415628377710592,consciouskidlib,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @consciouskidlib: Caribbean Heritage Reading List for Kids: https://t.co/vBS2SBxH8r @BrooklynKids #wndb #ownvoices https://t.co/l45WD2sh…,https://twitter.com/StephWilchfort/status/888215535229558785,Thu Dec 18 15:25:42 +0000 2014,StephWilchfort,False,President & CEO of Brooklyn Children's Museum. #BrooklynNative. Passionate about using cultural spaces to help kids reach their highest potential. @brooklynkids,925,482,460,41,"Brooklyn, New York",Stephanie Wilchfort,1289,Eastern Time (US & Canada),http://www.brooklynkids.org,False
,Fri Jul 21 02:13:41 +0000 2017,ownvoices,,https://twitter.com/i/web/status/888220404535316480,2,888220404535316480,AustineDecker,888189622395838465,3108988294,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@AustineDecker America Street by @ibizoboi - #ownvoices immigrant story of Haitian teen interprets unfamiliar new w… https://t.co/kb5UT3GExY,https://twitter.com/kaiespace/status/888220404535316480,Wed Aug 24 02:21:05 +0000 2011,kaiespace,False,YA Fantasy Novelist. #pitchwars #YA hopeful 2017. Freelance writer. Girl who codes. Marketer+Business Solutions Analyst=professional creative problem solver.,6390,1554,4998,61,Pacific Northwest,"K.A. Wiggins, author",4222,Pacific Time (US & Canada),http://kaie.space,False
,Fri Jul 21 02:15:52 +0000 2017,,,http://ow.ly/nt0v30dwD7o,0,888220956342222857,,,,en,,False,2,888214457645772800,taramdscott,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @taramdscott: Goldenrod by @AnnMcMan is the kind of lesbian fiction we need. My review at @TheRealCurve https://t.co/l0jPjiTCm3 #bookrev…,https://twitter.com/stefanideoul/status/888220956342222857,Thu Oct 27 14:04:17 +0000 2016,stefanideoul,False,"Author (On A LARP), TV Producer, 'Laverne the Radio Dispatcher'",2605,135,110,5,,Stefani Deoul,1420,,http://stefanideoul.com,False
,Fri Jul 21 02:49:55 +0000 2017,ownvoices,https://twitter.com/Sarah_Nicolas/status/878423850014326785/photo/1,,0,888229524000952320,,,,en,,False,4,878423850014326785,Sarah_Nicolas,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sarah_Nicolas: Since it's Pride, a reminder that I have an #ownvoices f/f ya romance with explicit bi rep. ❤💛💚💙💜 https://t.co/i44dd3zvd0",https://twitter.com/JSandlinWriter/status/888229524000952320,Sat Dec 25 07:25:45 +0000 2010,JSandlinWriter,False,Author/Historian. Creator of #TheNovelComics Alternate History. With Superheroes. Outbreak Mutiny Vol. I Available NOW https://t.co/KykzcGdIRs,33804,19783,2830,68,"Florence, AL",JaySandlinWriter,31097,Central Time (US & Canada),http://www.JaySandlinWriter.com,False
,Fri Jul 21 03:11:49 +0000 2017,ownvoices,,,0,888235032799830016,,,,en,,,2,887910700953333760,lisa_amowitz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lisa_amowitz: Hi Sophia! Publishing always has room for great writing but I think #ownvoices is an important trend. https://t.co/kKYJ1q…,https://twitter.com/arelireads/status/888235032799830016,Fri Mar 04 08:22:18 +0000 2011,arelireads,False,20 • bibliophile | pluviophile | nyctophile ❌ IG: arelireads,9270,1288,1663,37,PH,paradox,38955,Alaska,http://arelireads.wordpress.com,False
,Fri Jul 21 03:40:17 +0000 2017,ownvoices,,,0,888242197371510784,,,,en,,,2,888204941877100544,DarkMatterzine,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","RT @DarkMatterzine: @alexhaagaard @SFdirewolf @CarrieCnh12 My favourites are #ownvoices scholars; generally, I can tell who's writing what…",https://twitter.com/JasonsWHEELS/status/888242197371510784,Fri Nov 14 20:26:16 +0000 2014,JasonsWHEELS,False,"I have Duchenne Muscular Dystrophy and a ventilator And  am living life in the community.  Raising Action for animals, Muscular Dystrophy, and Accessibility",1643,914,583,524,Waterloo ON,Jason Tomesch,49577,Eastern Time (US & Canada),https://www.facebook.com/Jasons-Wheels-650728575068449/?ref=hl,False
